"APPID","CAT_COMP_1","CAT_COMP_2","GIFT_CAT_DESC","CAMPAIGN_CDE","FIN_AID_ELEMENT","MEM_HONOR_CDE","FUTURE_GOAL_1","FUTURE_GOAL_2","FUTURE_GOAL_3","FUTURE_GOAL_4","FUTURE_GOAL_5","FUND_GOAL_AMT","ANNUAL_GOAL_AMT","FUND_TYPE","TOT_XFER_TO_BU","INC_INT_GENERATED","GIVING_CLUB_CDE","DESIGNATION_CDE","CASH_ACCT_CDE","CASH_GL_MASTER_APPID","REV_ACCT_CDE","REV_GL_MASTER_APPID","ASSET_ACCT_CDE","ASSET_GL_MASTER_APPID","LIAB_ACCT_CDE","LIAB_GL_MASTER_APPID","CASE_GROUP","CASE_LINE_NUM","FOLIO","CHARITABLE_FLAG","VALID_UNTIL_DTE","ACTION_REQ_FLAG","REQ_ACTION_DONE","GL_EXPECTED","GL_REVENUE","RANGE_1_LIMIT","RANGE_2_LIMIT","RANGE_3_LIMIT","RANGE_4_LIMIT","RANGE_5_LIMIT","RANGE_6_LIMIT","RANGE_7_LIMIT","RANGE_8_LIMIT","RANGE_9_LIMIT","RANGE_10_LIMIT","RANGE_11_LIMIT","RANGE_12_LIMIT","RANGE_1_NUM","RANGE_1_AMT","RANGE_2_NUM","RANGE_2_AMT","RANGE_3_NUM","RANGE_3_AMT","RANGE_4_NUM","RANGE_4_AMT","RANGE_5_NUM","RANGE_5_AMT","RANGE_6_NUM","RANGE_6_AMT","RANGE_7_NUM","RANGE_7_AMT","RANGE_8_NUM","RANGE_8_AMT","RANGE_9_NUM","RANGE_9_AMT","RANGE_10_NUM","RANGE_10_AMT","RANGE_11_NUM","RANGE_11_AMT","RANGE_12_NUM","RANGE_12_AMT","CASH_GIFT_NUM","CASH_GIFT_AMT","PROMISE_NUM","PROMISE_AMT","PROMISE_PMT_NUM","PROMISE_PMT_AMT","MATCH_GIFT_NUM","MATCH_GIFT_AMT","MATCH_PMT_NUM","MATCH_PMT_AMT","SOFT_CREDIT_NUM","SOFT_CREDIT_AMT","NON_CASH_NUM","NON_CASH_AMT","GIFTS_NUM","GIFTS_AMT","DEFER_NUM","DEFER_AMT","DEFER_PMT_NUM","DEFER_PMT_AMT","DON_RESTR_NUM","DON_RESTR_AMT","ORG_RESTR_NUM","ORG_RESTR_AMT","FIRST_GIFT_DTE","FIRST_GIFT_AMT","LAST_GIFT_DTE","LAST_GIFT_AMT","LARGEST_GIFT_DTE","LARGEST_GIFT_AMT","SMALLEST_GIFT_DTE","SMALLEST_GIFT_AMT","ALT_DESIGNATION_CD","ONLINE_GIVING_AVAIL","ONLINE_GIVING_DESC","PROJECT_CODE","APPROWVERSION","USER_NAME","JOB_NAME","JOB_TIME"
"62","ACADE","41902","Drama Department General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  4192","2571","02   0000 110  1017","2164","","","A","00","","Y","12/31/2020 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","1600.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","1600.00","0","0.00","0","0.00","0","0.00","0","0.00","10/29/2003 12:00:00 AM","500.00","5/8/2006 3:25:39 PM","500.00","5/8/2006 3:25:39 PM","500.00","4/20/2006 3:24:47 PM","100.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:58:00 PM"
"63","ACADE","41903","Choir/IAMSCU-Japan","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   1076 430  4320","3162","01   0000 110  1017","5512","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","86","82150.00","0","0.00","1.00","3000.00","0","0.00","1","10000.00","33","62470.00","0","0.00","88","95150.00","0","0.00","0","0.00","0","0.00","0","0.00","3/18/2014 11:48:15 AM","500.00","5/28/2014 12:00:00 AM","100.00","4/28/2014 12:04:49 PM","10000.00","4/7/2014 10:53:20 AM","20.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","3/12/2015 5:59:09 PM"
"64","ACADE","41950","Music Department In-Kind Gift","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","1","75.00","3","209.27","3","209.27","0","0.00","0","0.00","0","0.00","0","0.00","12/19/2014 12:05:13 PM","75.00","12/19/2014 12:05:13 PM","75.00","12/19/2014 12:05:13 PM","100.00","12/19/2014 12:05:13 PM","34.27","","N","","","System.Byte[]","MTALLEN","w_gift_entry","1/6/2015 12:05:43 PM"
"65","ACADE","42000","Foreign Language Department General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/18/2011 4:17:23 PM"
"66","ACADE","42050","Foreign Language Department In-Kind Gifts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/19/2011 8:33:03 AM"
"67","ACADE","42100","Hotel & Restaurant Mangement General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","6250.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","6250.00","0","0.00","0","0.00","0","0.00","0","0.00","4/23/2003 10:11:36 AM","6000.00","4/4/2006 9:01:25 AM","250.00","4/23/2003 10:11:36 AM","6000.00","4/4/2006 9:01:25 AM","250.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/18/2011 4:21:16 PM"
"68","ACADE","42150","Hotel & Restaurant Mangement In-Kind Gifts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/19/2011 8:33:03 AM"
"69","ACADE","42200","Communications Department General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/18/2011 4:21:16 PM"
"70","ACADE","42250","Communications Department In-Kind Gifts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/19/2011 8:33:03 AM"
"71","ACADE","42300","Mathematics Department General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","7500.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","7500.00","0","0.00","0","0.00","0","0.00","0","0.00","4/23/1999 12:00:00 AM","1000.00","11/26/2002 9:12:57 AM","5000.00","11/26/2002 9:12:57 AM","5000.00","6/6/2001 12:00:00 AM","500.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/18/2011 4:21:16 PM"
"72","ACADE","42350","Mathematics Department In-Kind Gifts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   1018 540  5311","6662","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/19/2011 8:33:03 AM"
"73","ACADE","42400","Athletics Department General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","05","05   0000 100  1245","9742","05   1004 430  4336","8029","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","335","138818.20","12","2400.00","34.00","9178.00","0","0.00","0","0.00","120","35697.00","0","0.00","369","147996.20","0","0.00","0","0.00","0","0.00","0","0.00","12/4/2003 12:00:00 AM","500.00","1/25/2022 12:00:00 AM","300.00","3/19/2012 11:21:58 AM","25000.00","12/1/2016 3:21:13 PM","1.00","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","1/26/2022 3:57:00 PM"
"74","ACADE","42401","Athletics Media Guide","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 515  2403","5998","01   0000 110  1017","5512","","","A","00","","Y","12/31/2999 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","14","660.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","14","660.00","0","0.00","0","0.00","0","0.00","0","0.00","9/28/2004 3:14:10 PM","50.00","9/30/2004 11:22:22 AM","25.00","9/30/2004 11:03:53 AM","150.00","9/28/2004 3:25:44 PM","25.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/18/2011 4:17:23 PM"
"75","ACADE","42402","Volleyball Program","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  2176","2538","02   0000 110  1017","2164","","","A","00","","Y","12/31/2030 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","4582.00","1","3582.00","0.00","0.00","0","0.00","0","0.00","2","4582.00","0","0.00","2","4582.00","0","0.00","0","0.00","0","0.00","0","0.00","3/19/2019 2:19:50 PM","3582.00","10/14/2019 1:08:23 PM","1000.00","3/19/2019 2:19:50 PM","3582.00","10/14/2019 1:08:23 PM","1000.00","","N","","","System.Byte[]","drlynch","w_gift_entry","10/14/2019 1:12:21 PM"
"76","ACADE","42403","Basketball Program","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  2175","2537","02   0000 110  1017","2164","","","A","00","","Y","12/31/2030 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","10050.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","10050.00","0","0.00","0","0.00","0","0.00","0","0.00","8/21/2013 3:05:19 PM","150.00","9/30/2021 12:00:00 AM","10000.00","9/30/2021 12:00:00 AM","10000.00","12/3/2019 3:12:21 PM","50.00","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","11/3/2021 10:39:01 AM"
"77","ACADE","42450","Athletics Depart. In-kind General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","328.31","0","0.00","0.00","0.00","0","0.00","0","0.00","5","36569.59","11","43026.76","13","43355.07","0","0.00","0","0.00","0","0.00","0","0.00","5/20/2002 1:36:02 PM","100.00","11/18/2020 3:34:48 PM","54.00","10/29/2013 10:50:12 AM","30620.00","10/23/2014 3:09:07 PM","20.00","","N","","","System.Byte[]","drlynch","w_gift_entry","11/19/2020 8:51:11 AM"
"78","ACADE","42500","Political Science Department General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/18/2011 4:21:16 PM"
"79","ACADE","42550","Political Science Department In-Kind Gifts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/18/2011 4:21:16 PM"
"80","ACADE","42600","Religion Department General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","5","111664.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","5","111664.00","0","0.00","0","0.00","0","0.00","0","0.00","8/25/2020 1:13:43 PM","5000.00","2/28/2021 12:00:00 AM","1000.00","9/30/2020 12:00:00 AM","104000.00","10/21/2020 3:46:51 PM","832.00","","N","","","System.Byte[]","drlynch","w_gift_entry","3/18/2021 5:51:36 PM"
"81","ACADE","42651","David Glover-Italy Study Abroad","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   1801 430  4320","7888","01   0000 110  1017","5512","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","15","1225.00","0","0.00","0.00","0.00","0","0.00","0","0.00","15","1275.00","0","0.00","15","1225.00","0","0.00","0","0.00","0","0.00","0","0.00","4/4/2012 11:21:12 AM","200.00","12/27/2012 12:00:00 AM","100.00","12/3/2012 4:10:52 PM","200.00","4/4/2012 11:21:12 AM","25.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","3/1/2013 4:42:41 PM"
"82","ACADE","42652","Albion J. Hall-Italy Study Abroad","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   1902 430  4320","5096","01   0000 110  1017","5512","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","5","400.00","0","0.00","0.00","0.00","0","0.00","0","0.00","5","425.00","0","0.00","5","400.00","0","0.00","0","0.00","0","0.00","0","0.00","4/4/2012 11:21:12 AM","75.00","4/17/2012 4:35:07 PM","25.00","4/4/2012 11:21:12 AM","100.00","4/17/2012 4:35:07 PM","25.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","3/1/2013 4:45:38 PM"
"83","ACADE","42700","Sociology Department General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","3025.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","3025.00","0","0.00","0","0.00","0","0.00","0","0.00","12/7/2004 12:00:00 AM","50.00","1/17/2012 4:27:14 PM","75.00","11/28/2006 1:29:19 PM","2000.00","12/7/2004 12:00:00 AM","50.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","1/17/2012 4:33:09 PM"
"84","ACADE","42701","Substance Abuse Treatment/Workforce Development Gr","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  4143","2570","02   0000 110  1017","2164","","","A","00","","Y","6/30/2029 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"85","ACADE","42750","Sociology Department In-Kind Gifts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","8/18/2011 4:21:16 PM"
"86","ACADE","43500","Chemistry Department General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","9","102550.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","9","102550.00","0","0.00","0","0.00","0","0.00","0","0.00","6/4/2001 12:00:00 AM","15000.00","1/15/2014 9:37:49 AM","2500.00","6/2/2006 12:12:23 PM","15000.00","6/1/2005 9:36:29 AM","50.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","1/15/2014 9:39:34 AM"
"87","ADMIN","40000","Administration General Support","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","01   1018 540  5311","6662","01   0000 430  4700","5942","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","13","3410.00","0","0.00","2.00","17112.83","0","0.00","0","0.00","0","0.00","-1","-2064.85","14","18457.98","0","0.00","0","0.00","0","0.00","0","0.00","9/11/1998 12:00:00 AM","2500.00","7/29/2014 3:14:44 PM","2064.85","7/29/2014 3:14:44 PM","15047.98","8/31/2001 3:18:01 PM","50.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","8/6/2014 11:40:25 AM"
"88","ADMIN","40001","Alumni Relations/Plan Giving Travel/Training","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","","","","","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","10000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","10000.00","0","0.00","0","0.00","0","0.00","0","0.00","12/31/2002 12:00:00 AM","100000.00","12/31/2002 12:00:00 AM","100000.00","12/31/2002 12:00:00 AM","100000.00","12/31/2002 12:00:00 AM","100000.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:13:09 PM"
"89","ADMIN","40002","Men's Basketball Program","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","","","","","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","15000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","15000.00","0","0.00","0","0.00","0","0.00","0","0.00","12/31/2002 12:00:00 AM","100000.00","12/31/2002 12:00:00 AM","100000.00","12/31/2002 12:00:00 AM","100000.00","12/31/2002 12:00:00 AM","100000.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:13:09 PM"
