"GIFT_GROUP_NUM","GIFT_NUM","DONOR_ID","RECEIPT_ADDR_CDE","CAT_COMP_1","CAT_COMP_2","MEM_HONOR_CDE","AID_ELEMENT","CAMPAIGN_CDE","SOLICIT_CDE","GIVING_CLUB_CDE","SOLICITOR_ID","GIFT_DTE","GIFT_AMT","GIVING_RELATION","LETTER_TO_SEND","NOTATION_1","NOTATION_2","PROPOSAL_NUM","GIFT_CLASS","SUB_CLASS_CDE","LAST_RECPT_NUM","BANK_ID","CHECK_CC_NUM","LEGAL_TENDER","EXPIRE_DTE","ACK_DATE","GIFT_SET_CDE","ANON_GIFT_FLAG","PRINT_RECPT_YN","IMMED_LETTER_YN","BOOK_YN","SALUT_CDE","GIFT_MASTER_STS","DEDICATEE_NOTIFIED","DEDICATION_INFO","USER_NAME","JOB_NAME","JOB_TIME"
"4598","12","135622","","CFDES","20051","","","","","","","2/28/2021 12:00:00 AM","25.00","FR","","","","","CS","OL","0","","","","2/9/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/19/2021 10:30:36 AM"
"4598","13","128646","","ACADE","42400","","","","","","","2/28/2021 12:00:00 AM","100.00","FR","","Wildcat Athletics","","","CS","OL","0","","","","2/9/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/19/2021 10:31:29 AM"
"4598","20","44145","","CFUNR","20265","","","WCFP","","","","2/28/2021 12:00:00 AM","75.00","AL","","Wiley Cares Food Pantry","","","CS","","0","","","","","","AN"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/19/2021 10:43:10 AM"
"4598","36","134391","","CFUNR","10019","","","","","","","2/28/2021 12:00:00 AM","150.00","FR","","","","","CS","OL","0","","","","2/18/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/19/2021 10:59:08 AM"
"4598","37","127552","","CFDES","10190","","","","","","","2/28/2021 12:00:00 AM","25.00","AL","","","","","CS","OL","0","","","","2/19/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/19/2021 10:59:45 AM"
"4598","38","8049","","CFDES","10190","","","","","","","2/28/2021 12:00:00 AM","25.00","AL","","","","","CS","OL","0","","","","2/21/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/19/2021 11:00:22 AM"
"4598","48","60977","","CFUNR","20265","","","WCFP","","","","2/28/2021 12:00:00 AM","25.00","AL","","Wiley Cares Food Pantry","","","CS","OL","0","","","","2/28/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/19/2021 11:08:34 AM"
"4599","1","135580","","ANSCH","30069","","","WWW","","","","2/28/2021 12:00:00 AM","50.00","AL","","Walk With Wiley","","","CS","MA","0","","","","2/12/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/22/2021 12:16:58 PM"
"4599","2","59268","","CFDES","20254","INMM1","","","","","","2/28/2021 12:00:00 AM","350.00","FR","","In Memory of Janice E. Scott","","","CS","MA","0","","","","2/21/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/22/2021 12:27:52 PM"
"4599","3","6570","","ANSCH","30069","","","WWW","","","","2/28/2021 12:00:00 AM","25.00","AL","","Walk With Wiley","","","CS","MA","0","","","","2/26/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/22/2021 12:28:32 PM"
"4600","3","32842","","PHYPL","61300","","","PRAL","","","","3/24/2021 8:41:46 AM","100.00","AL","","Project Alpha","","","CS","OL","0","","","","3/26/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/26/2021 10:22:55 AM"
"4601","3","39718","","CFUNR","10000","","","","","","","3/24/2021 8:51:11 AM","50.00","AL","","","","","CS","MA","0","","","","3/26/2021 12:00:00 AM","","AN"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/26/2021 10:24:17 AM"
"4602","14","126977","","CFUNR","10017","","","YES","","","","3/24/2021 9:11:39 AM","50.00","EM","","March 2021 Payroll Deduction","","","CS","PR","0","","","","3/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/15/2021 8:47:30 AM"
"4602","15","98377","","ANSCH","30000","","","","","","","3/24/2021 9:11:39 AM","250.00","EM","","March 2021 Payroll Deduction","","","CS","PR","0","","","","3/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/15/2021 8:47:51 AM"
"4602","16","129135","","ACADE","41904","","","","","","","3/24/2021 9:11:39 AM","545.46","EM","","March 2021 Payroll Deduction","","","CS","PR","0","","","","3/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/15/2021 8:48:19 AM"
"4602","17","66838","","CFUNR","10017","","","","","","","3/24/2021 9:11:39 AM","50.00","EM","","March 2021 Payroll Deduction","","","CS","PR","0","","","","3/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/15/2021 8:49:53 AM"
"4603","47","97847","","ANSCH","32022","","","","","","","3/24/2021 9:35:46 AM","1482.12","FD","","","","","CS","CK","0","","24325","","3/31/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/16/2021 11:30:49 AM"
"4604","1","33842","","CFDES","20264","","","BTGD","","","","2/28/2021 12:00:00 AM","200.00","AL","","Bridging the Gap Donation","","","CS","OL","0","","","","2/2/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","3/24/2021 1:14:20 PM"
"4605","1","33276","","PHYPL","60005","","","APAM","","","","3/1/2021 12:00:00 AM","425.00","AL","","Alpha monument brick project","","","CS","OL","0","","","","3/1/2021 12:00:00 AM","","CA","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 11:52:51 AM"
"4605","2","129710","","CFDES","20264","","","WC","","","","3/27/2021 12:00:00 AM","200.00","FR","","","","","CS","OL","0","","","","3/27/2021 12:00:00 AM","","CA","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 11:57:27 AM"
"4605","3","32450","","PHYPL","60000","INH11","","AKAM","","","","3/28/2021 12:00:00 AM","100.00","AL","","","","","CS","OL","0","","","","3/28/2021 12:00:00 AM","","CA","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 1:36:58 PM"
"4605","4","32643","","ANSCH","30069","","","WWW","","","","3/29/2021 12:00:00 AM","125.00","AL","","","","","CS","OL","0","","","","3/29/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 2:33:32 PM"
"4605","5","38064","","ANSCH","30069","INH70","","WWW","","","","3/29/2021 12:00:00 AM","50.00","AL","","Penny Piper","Dallas Wiley Club","","CS","OL","0","","","","3/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 2:42:19 PM"
"4605","6","7407","","CFUNR","10000","","","","","","","3/31/2021 12:00:00 AM","25.00","AL","","","","","CS","OL","0","","","","3/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 2:45:04 PM"
"4605","7","2106","","PHYPL","61300","","","PRAL","","","","3/29/2021 12:00:00 AM","250.00","AL","","","","","CS","OL","0","","","","3/29/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 2:50:14 PM"
"4605","8","33355","","CFUNR","10000","","","","","","","3/29/2021 12:00:00 AM","30.00","AL","","","","","CS","OL","0","","","","3/30/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 2:54:33 PM"
"4605","9","2364","","CFUNR","10000","","","","","","","3/28/2021 12:00:00 AM","20.00","AL","","","","","CS","OL","0","","","","3/28/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 2:56:00 PM"
"4605","10","6953","","ANSCH","30069","","","WWW","","","","3/29/2021 12:00:00 AM","25.00","AL","","penny piper","","","CS","OL","0","","","","3/29/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 3:11:33 PM"
"4605","11","51452","","CFUNR","10000","","","","WACCH","","","3/28/2021 12:00:00 AM","250.00","FR","","","","","CS","OL","0","","","","3/28/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 3:22:24 PM"
"4605","12","7428","","PHYPL","61300","","","PRAL","","","","3/15/2021 12:00:00 AM","350.00","AL","","","","","CS","OL","0","","","","3/15/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 3:53:01 PM"
"4605","13","2777","","CFUNR","10000","","","WWW","","","","3/28/2021 12:00:00 AM","25.00","AL","","","","","CS","MA","0","","","","3/28/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 4:03:09 PM"
"4605","14","8467","","CFUNR","10000","","","WWW","","","","3/28/2021 12:00:00 AM","20.00","AL","","","","","CS","MA","0","","","","3/28/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 4:05:52 PM"
"4605","15","3637","","CFUNR","10000","","","WWW","","","","3/28/2021 12:00:00 AM","100.00","AL","","","","","CS","ME","0","","","","3/28/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 4:09:02 PM"
"4605","16","61656","","CFUNR","10000","","","","","","","3/31/2021 12:00:00 AM","350.00","AL","","","","","CS","OL","0","","","","3/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 4:24:01 PM"
"4605","17","134416","","PHYPL","61300","","","PRAL","","","","3/16/2021 12:00:00 AM","39.00","AL","","","","","CS","OL","0","","","","3/16/2021 12:00:00 AM","","EN","N","Y","N","Y","","A","N","","kroston","w_gift_entry","4/1/2021 4:54:54 PM"
"4606","1","25247","","CFDES","10190","","","","","","","3/30/2021 12:42:56 PM","100.00","AL","","","","","CS","CK","0","","284671","","3/9/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","3/30/2021 2:16:33 PM"
"4606","2","23891","","CFDES","10190","","","","","","","3/30/2021 12:42:56 PM","25.00","AL","","","","","CS","CK","0","","7298","","3/25/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","3/30/2021 2:19:26 PM"
"4607","1","27671","","CFDES","10190","","","","","","","3/30/2021 4:18:57 PM","148.00","AL","","","","","CS","CK","0","","2916","","3/9/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","3/30/2021 4:20:54 PM"
"4608","1","28672","","CFDES","10198","","","","","","","4/6/2021 6:12:31 PM","1000.00","TR","","","","","CS","CK","0","","0001000224","","","","AS","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/6/2021 7:00:17 PM"
"4608","2","26615","","CFDES","10190","","","","","","","4/6/2021 6:12:31 PM","100.00","AL","","","","","CS","","0","","17600654","","3/25/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/6/2021 7:12:14 PM"
"4608","3","115308","","CFUNR","10025","","","","","","","4/6/2021 6:12:31 PM","40.00","AL","","","","","CS","","0","","2806","","3/30/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/6/2021 7:20:07 PM"
"4608","4","74305","","ANSCH","30069","","","WWW","","","","4/6/2021 6:12:31 PM","2000.00","FT","","","","","CS","CK","0","","0001000409","","3/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/6/2021 7:23:42 PM"
"4608","5","58582","","ANSCH","30069","","","WWW","","","","4/6/2021 6:12:31 PM","150.00","FD","","","","","CS","CK","0","","64755","","4/2/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/6/2021 8:02:52 PM"
"4609","1","26818","","PHYPL","61300","","","PRAL","","","","4/6/2021 12:00:00 AM","150.00","AL","","","","","CS","CK","0","","7371","","3/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/7/2021 10:35:29 AM"
"4609","2","26818","","ANSCH","30069","","","WWW","","","","4/6/2021 12:00:00 AM","500.00","AL","","","","","CS","CK","0","","7370","","3/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/7/2021 10:44:56 AM"
"4609","3","4266","","ANSCH","30069","","","WWW","","","","4/6/2021 12:00:00 AM","200.00","AL","","","","","CS","CK","0","","5408","","","","AS","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/7/2021 10:44:31 AM"
"4609","4","25305","","ANSCH","30069","","","WWW","","","","4/6/2021 12:00:00 AM","500.00","AL","","","","","CS","CK","0","","11786","","3/19/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/7/2021 10:44:11 AM"
"4610","1","23608","","ANSCH","30069","","","WWW","","","","4/9/2021 4:51:46 PM","1000.00","TR","","","","","CS","CK","0","","6400","","4/6/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/9/2021 5:09:49 PM"
"4610","2","25327","","ANSCH","30069","","","WWW","","","","4/9/2021 4:51:46 PM","1195.54","FD","","Kiker Memorial Fund","","","CS","","0","","32847","","4/5/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/12/2021 9:27:57 AM"
"4611","1","23843","","PHYPL","61300","","","PRAL","","","","4/12/2021 10:23:14 AM","100.00","AL","","Project Alpha","","","CS","OL","0","","","","4/5/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:24:19 AM"
"4611","2","75787","","PHYPL","61300","","","PRAL","","","","4/12/2021 10:23:14 AM","39.00","AL","","Project Alpha","","","CS","OL","0","","","","4/4/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:24:56 AM"
"4611","3","23611","","PHYPL","61300","","","PRAL","","","","4/12/2021 10:23:14 AM","100.00","AL","","Project Alpha","","","CS","OL","0","","","","4/4/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:25:26 AM"
"4611","4","5666","","CFUNR","10000","","","","","","","4/12/2021 10:23:14 AM","20.00","AL","","","","","CS","OL","0","","","","4/2/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:25:57 AM"
"4611","5","135622","","CFDES","20051","","","","","","","4/12/2021 10:23:14 AM","25.00","FR","","","","","CS","OL","0","","","","4/9/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:26:31 AM"
"4611","6","128646","","ANSCH","30000","","","","","","","4/12/2021 10:23:14 AM","100.00","FR","","","","","CS","OL","0","","","","4/9/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:27:02 AM"
"4611","7","942609","","CFUNR","10000","","","","","","","4/12/2021 10:23:14 AM","50.00","AL","","","","","CS","OL","0","","","","4/2/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:28:14 AM"
"4611","8","34262","","CFDES","10190","","","","","","","4/12/2021 10:23:14 AM","100.00","AL","","","","","CS","OL","0","","","","4/7/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:29:14 AM"
"4611","9","2983","","PHYPL","61300","","","PRAL","","","","4/12/2021 10:23:14 AM","40.00","AL","","Project Alpha","","","CS","OL","0","","","","4/7/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:30:07 AM"
"4611","10","127217","","PHYPL","61300","","","PRAL","","","","4/12/2021 10:23:14 AM","50.00","AL","","Project Alpha","","","CS","OL","0","","","","4/7/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:31:05 AM"
"4611","11","3599","","CFUNR","10000","","","","","","","4/12/2021 10:23:14 AM","25.00","AL","","","","","CS","OL","0","","","","7/7/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:31:26 AM"
"4611","12","5473","","CFDES","20199","","","","","","","4/12/2021 10:23:14 AM","50.00","AL","","Homecoming","","","CS","OL","0","","","","4/1/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:32:56 AM"
"4611","13","25169","","ANSCH","30000","","","","","","","4/12/2021 10:23:14 AM","50.00","FR","","","","","CS","OL","0","","","","4/1/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:33:46 AM"
"4611","14","3293","","CFUNR","10000","","","","","","","4/12/2021 10:23:14 AM","250.00","AL","","","","","CS","OL","0","","","","4/1/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:34:22 AM"
"4611","15","33842","","ANSCH","30069","","","WWW","","","","4/12/2021 10:23:14 AM","200.00","AL","","Walk With Wiley","","","CS","OL","0","","","","4/6/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:35:04 AM"
"4611","16","5516","","PHYPL","60005","","","APAM","","","","4/12/2021 10:23:14 AM","300.00","AL","","Alpha Monument","","","CS","OL","0","","","","4/11/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/12/2021 10:39:52 AM"
"4612","1","6845","","CFUNR","10000","","","","","","","4/12/2021 5:30:00 PM","250.00","AL","","","","","CS","CK","0","","2998","","4/3/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","chcornish","w_gift_entry","4/12/2021 5:43:57 PM"
"4613","1","1315","","PHYPL","61300","","","PRAL","","","","4/13/2021 11:55:33 AM","73.50","AL","","Project Alpha","","","CS","CK","0","","585133","","3/25/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/13/2021 11:56:31 AM"
"4613","2","131385","","ACADE","41901","","","","","","","4/13/2021 11:55:33 AM","500.00","CH","","","","","CS","CK","0","","40496","","4/11/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/13/2021 11:57:03 AM"
"4614","1","2331","","CFUNR","10000","","","","","","","2/28/2021 12:00:00 AM","550.00","AL","","","","","CS","AC","0","","","","2/4/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/14/2021 10:07:49 AM"
"4614","2","2331","","PHYPL","60005","","","APAM","","","","2/28/2021 12:00:00 AM","1450.00","AL","","Alpha Monument","","","CS","AC","0","","","","2/4/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/14/2021 10:08:57 AM"
"4615","1","126977","","CFUNR","10017","","","YES","","","","1/31/2021 12:00:00 AM","50.00","EM","","January 2021 Payroll Deduction","","","CS","PR","0","","","","1/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/14/2021 11:44:15 AM"
"4615","2","52372","","CFUNR","10017","","","","","","","1/31/2021 12:00:00 AM","100.00","AL","","January 2021 Payroll Deduction","","","CS","PR","0","","","","1/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/14/2021 11:48:36 AM"
"4615","3","52372","","CFDES","20264","","","WC","","","","1/31/2021 12:00:00 AM","50.00","AL","","January 2021 Payroll Deduction","","","CS","PR","0","","","","1/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/14/2021 11:47:08 AM"
"4615","4","129135","","ACADE","41904","","","","","","","1/31/2021 12:00:00 AM","545.46","EM","","January 2021 Payroll Deduction","","","CS","PR","0","","","","1/31/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/14/2021 11:47:37 AM"
"4616","1","126977","","CFUNR","10017","","","YES","","","","2/28/2021 12:00:00 AM","50.00","EM","","February 2021 Payroll Deduction","","","CS","PR","0","","","","2/28/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/15/2021 8:38:36 AM"
"4616","2","98377","","ANSCH","30000","","","","","","","2/28/2021 12:00:00 AM","250.00","EM","","February 2021 Payroll Deduction","","","CS","PR","0","","","","2/28/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/15/2021 8:40:53 AM"
"4616","3","52372","","CFUNR","10017","","","","","","","2/28/2021 12:00:00 AM","100.00","AL","","February 2021 Payroll Deduction","","","CS","PR","0","","","","2/28/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/15/2021 8:41:34 AM"
"4616","4","129135","","ACADE","41904","","","","","","","2/28/2021 12:00:00 AM","545.46","EM","","February 2021 Payroll Deduction","","","CS","PR","0","","","","2/28/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/15/2021 8:42:27 AM"
"4617","1","23458","","PHYPL","60005","","","APAM","","","","12/31/2020 12:00:00 AM","500.00","AL","","Alpha Monument","","","CS","AC","0","","","","12/23/2020 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/15/2021 10:05:46 AM"
"4618","1","1278","","PHYPL","61300","","","PRAL","","","","4/16/2021 8:26:58 AM","25.00","AL","","Project Alpha","","","CS","OL","0","","","","4/13/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/16/2021 8:27:42 AM"
"4618","2","3842","","PHYPL","61300","","","PRAL","","","","4/16/2021 8:26:58 AM","25.00","AL","","Project Alpha","","","CS","OL","0","","","","4/13/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/16/2021 8:28:10 AM"
"4618","3","3075","","PHYPL","61300","","","PRAL","","","","4/16/2021 8:26:58 AM","50.00","AL","","Project Alpha","","","CS","OL","0","","","","4/14/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/16/2021 8:29:12 AM"
"4618","4","135577","","ANSCH","30000","","","","","","","4/16/2021 8:26:58 AM","100.00","AL","","","","","CS","OL","0","","","","4/14/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/16/2021 8:30:06 AM"
"4618","5","3694","","ANSCH","30069","","","WWW","","","","4/16/2021 8:26:58 AM","10.00","AL","","Walk With Wiley - Angela Fitzgerald","","","CS","OL","0","","","","4/15/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/16/2021 8:31:58 AM"
"4618","7","1293","","PHYPL","61300","","","PRAL","","","","4/16/2021 8:26:58 AM","25.00","AL","","Project Alpha","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/16/2021 11:58:24 AM"
"4618","8","134416","","PHYPL","61300","","","PRAL","","","","4/16/2021 8:26:58 AM","39.00","AL","","Project Alpha","","","CS","OL","0","","","","4/16/2031 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/16/2021 11:59:07 AM"
"4619","1","59198","","ANSCH","30000","","","","","","","4/16/2021 12:00:00 AM","200.00","FR","","","","","CS","CK","0","","1862","","4/13/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/19/2021 11:38:17 AM"
"4620","1","24303","","ANSCH","30000","","","","","","","4/16/2021 12:00:00 AM","55.00","AL","","","","","CS","CK","0","","0011630643","","4/8/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/19/2021 11:40:29 AM"
"4620","2","25516","","CFDES","20101","","","","","","","4/16/2021 12:00:00 AM","150.00","AL","","","","","CS","CK","0","","1219","","4/12/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/19/2021 11:41:38 AM"
"4621","1","1208","","CFUNR","10000","","","","","","","1/31/2021 12:00:00 AM","50.00","AL","","","","","CS","CK","0","","5854","","1/24/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/19/2021 12:08:12 PM"
"4621","2","24585","","CFUNR","10000","","","","","","","1/31/2021 12:00:00 AM","75.00","AL","","","","","CS","CK","0","","4444","","1/18/2021 12:00:00 AM","","AN","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/19/2021 12:08:46 PM"
"4622","1","2767","","ANSCH","30069","","","WWW","","","","4/21/2021 11:56:24 AM","2.00","AL","","The 100 - SeDetreak Smith","Walk With Wiley","","CS","CS","0","","","","4/19/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/21/2021 11:59:00 AM"
"4622","2","2303","","ANSCH","30069","","","WWW","","","","4/21/2021 11:56:24 AM","2.00","AL","","The 100 - SeDetreak Smith","Walk with Wiley","","CS","CS","0","","","","4/19/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/21/2021 12:00:20 PM"
"4622","3","8364","","ANSCH","30069","","","WWW","","","","4/21/2021 11:56:24 AM","2.00","AL","","The 100 - SeDetreak Smith","Walk with Wiley","","CS","CS","0","","","","4/19/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/21/2021 12:01:16 PM"
"4622","4","2718","","ANSCH","30069","","","WWW","","","","4/21/2021 11:56:24 AM","1.00","AL","","The 100 - SeDetreak Smith","Walk with Wiley","","CS","CS","0","","","","4/19/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/21/2021 12:02:25 PM"
"4622","5","5755","","ANSCH","30069","","","WWW","","","","4/21/2021 11:56:24 AM","1.00","AL","","The 100 - SeDetreak Smith","Walk With Wiley","","CS","CS","0","","","","4/19/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/21/2021 12:06:39 PM"
"4622","6","6357","","ANSCH","30069","","","WWW","","","","4/21/2021 11:56:24 AM","1.00","AL","","The 100 - SeDetreak Smith","Walk With Wiley","","CS","CS","0","","","","4/19/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/21/2021 12:07:34 PM"
"4622","7","3959","","ANSCH","30069","","","WWW","","","","4/21/2021 11:56:24 AM","1.00","AL","","The 100 - SeDetreak Smith","Walk with Wiley","","CS","CS","0","","","","4/19/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/21/2021 12:09:21 PM"
"4622","8","8626","","ANSCH","30069","","","WWW","","","","4/21/2021 11:56:24 AM","1.00","AL","","The 100 - SeDetreak Smith","Walk with Wiley","","CS","CS","0","","","","4/19/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/21/2021 12:10:41 PM"
