"GIFT_GROUP_NUM","GIFT_NUM","GIFT_TRAN_NUM","DONOR_ID","CAT_COMP_1","CAT_COMP_2","MEM_HONOR_CDE","AID_ELEMENT","CAMPAIGN_CDE","SOLICIT_CDE","GIVING_CLUB_CDE","MATCH_CO_ID","POLICY_CDE","MATCH_FORM_RECVD","SOLICITOR_ID","GIFT_DTE","GIFT_TRAN_AMT","GIVING_RELATION","CHARITABLE_YN","GIFT_TRAN_STS","SOFT_CREDIT_YN","PMT_RECVD","PMT_GROUP_NUM","PMT_GIFT_NUM","PMT_TRAN_NUM","GIFT_CLASS","SUB_CLASS_CDE","GIFT_SET_CDE","ANON_GIFT_TRAN","NOTATION_1","NOTATION_2","ORG_ACTION_REQ","DON_SPEC_ORG_USE","REQ_ACTION_DONE","VALID_UNTIL_DTE","RESTR_TYPE","CONTRIB_TYPE","BOOKED_YN","REASON_CDE","PERSON_REQ_CHG","PERSON_CHGING","REASON_DTE","MATURITY_AMT","MATURITY_DTE","PROPOSAL_NUM","GIFT_AREA_SEQ","UDEF_11_2N_1","UDEF_11_2N_2","UDEF_DTE_1","UDEF_DTE_2","UDEF_5A_1","UDEF_5A_2","UDEF_ID_1","UDEF_ID_2","UDEF_5N_1","UDEF_5N_2","USER_NAME","JOB_NAME","JOB_TIME"
"4459","3","300001","27494","CFUNR","10000","","","","","","","","N","","10/9/2020 11:08:08 AM","50.00","OR","Y","C","Y","N","","","","CS","OL","AN","N","","","N","N","N","10/9/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/9/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_tran_details","10/9/2020 11:15:45 AM"
"4459","4","1","25247","CFDES","10190","","","","","","","","N","","10/9/2020 11:08:08 AM","25.00","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","10/9/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/9/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/9/2020 3:36:15 PM"
"4459","5","1","1315","PHYPL","61300","","","PRAL","","","","","N","","10/9/2020 11:08:08 AM","39.00","AL","Y","C","N","N","","","","CS","OL","AN","N","Project Alpha","","N","N","N","10/9/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/9/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/9/2020 3:36:15 PM"
"4459","6","1","68773","CFUNR","10017","","","YES","","","","","N","","10/9/2020 11:08:08 AM","50.00","EM","Y","C","N","N","","","","CS","OL","AN","N","YES Campaign","","N","N","N","10/9/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/9/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/9/2020 3:36:16 PM"
"4460","1","1","2664","PHYPL","61300","","","PRAL","","","","","N","","10/12/2020 3:44:06 PM","39.00","AL","Y","C","N","N","","","","CS","OL","AN","N","Project Alpha","","N","N","N","10/12/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/12/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/12/2020 4:31:52 PM"
"4460","2","1","43823","CFUNR","10017","","","YES","","","","","N","","10/12/2020 3:44:06 PM","50.00","EM","Y","C","N","N","","","","CS","OL","AN","N","Y.E.S Campaign","","N","N","N","10/12/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/12/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/12/2020 4:31:52 PM"
"4461","3","1","23608","ACADE","42400","","","","","","","","N","","10/13/2020 11:58:55 AM","600.00","TR","Y","C","N","N","","","","CS","CK","AN","N","Athletic Sponsorship","","N","N","N","10/13/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/13/2020 6:14:48 PM"
"4461","3","300001","63042","ACADE","42400","","","","","","","","N","","10/13/2020 11:58:55 AM","600.00","FR","Y","C","Y","N","","","","CS","CK","AN","N","Athletic Sponsorship","","N","N","N","10/13/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_entry","10/13/2020 1:25:47 PM"
"4461","3","300002","23666","ACADE","42400","","","","","","","","","","10/13/2020 11:58:55 AM","600.00","AL","Y","C","Y","N","","","","CS","CK","AN","N","Athletic Sponsorship","","N","N","N","10/13/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/13/2020 1:26:00 PM"
"4462","1","1","134905","CFUNR","10019","","","","","","","","N","","9/30/2020 12:00:00 AM","200.00","FR","Y","C","N","N","","","","CS","CK","AN","N","Revitilization Campaign","","N","N","N","10/13/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/13/2020 6:14:53 PM"
"4462","2","1","2927","PHYPL","61300","","","","","","","","N","","9/30/2020 12:00:00 AM","72.10","AL","Y","C","N","N","","","","CS","CK","AN","N","Benevity/T-Mobile Matching Gift","","N","N","N","10/13/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/13/2020 6:14:53 PM"
"4463","1","1","134924","ACADE","42400","","","","","","","","N","","10/14/2020 3:50:15 PM","500.00","BS","Y","C","N","N","","","","CS","CK","AN","N","Athletic Sponsorship","","N","N","N","10/14/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/14/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/14/2020 4:03:33 PM"
"4463","2","1","47838","ACADE","42400","","","","","","","","N","","10/14/2020 3:50:15 PM","500.00","BS","Y","C","N","N","","","","CS","CK","AN","N","Athletic Sponsorship","","N","N","N","10/14/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/14/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/14/2020 4:03:33 PM"
"4463","3","1","47838","ACADE","42400","","","","","","","","N","","10/14/2020 3:50:15 PM","500.00","BS","Y","C","N","N","","","","CS","CK","AN","N","Athletic Sponsorship","","N","N","N","10/14/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/14/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/14/2020 4:03:33 PM"
"4464","1","1","24303","ANSCH","30000","","","","","","","","N","","10/16/2020 3:23:13 PM","55.00","AL","Y","C","N","N","","","","CS","CK","AS","N","","","N","N","N","10/16/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/16/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/16/2020 5:02:56 PM"
"4465","1","1","12637","GBHEM","10008","","","","","","","","N","","10/16/2020 3:37:32 PM","38980.33","BO","Y","C","N","N","","","","CS","AC","AN","N","","","N","N","N","10/16/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/16/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/16/2020 5:03:01 PM"
"4466","1","1","1278","PHYPL","61300","","","PRAL","","","","","N","","10/16/2020 3:48:05 PM","25.00","AL","Y","C","N","N","","","","CS","OL","AN","N","Project Alpha","","N","N","N","10/16/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/16/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/16/2020 5:03:07 PM"
"4466","2","1","3075","PHYPL","61300","","","PRAL","","","","","N","","10/16/2020 3:48:05 PM","50.00","AL","Y","C","N","N","","","","CS","OL","AN","N","Project Alpha","","N","N","N","10/16/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/16/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/16/2020 5:03:07 PM"
"4466","3","1","134923","ANSCH","30000","","","","","","","","N","","10/16/2020 3:48:05 PM","5.00","FR","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","10/16/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/16/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/16/2020 5:03:07 PM"
"4466","4","1","119634","CFUNR","10000","","","","","","","","N","","10/16/2020 3:48:05 PM","1000.00","FR","Y","C","N","N","","","","CS","AC","AN","N","In memory of Lois Harrold Shepard, Evelyn Jackson","& Pope Leo Harrold","N","N","N","10/16/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/16/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/16/2020 5:03:07 PM"
"4466","5","1","1293","PHYPL","61300","","","PRAL","","","","","N","","10/16/2020 3:48:05 PM","25.00","AL","Y","C","N","N","","","","CS","OL","AN","N","Project Alpha","","N","N","N","10/16/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/16/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/16/2020 5:03:07 PM"
"4466","6","1","134416","PHYPL","61300","","","PRAL","","","","","N","","10/16/2020 3:48:05 PM","39.00","AL","Y","C","N","N","","","","CS","OL","AN","N","Project Alpha","","N","N","N","10/16/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/16/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/16/2020 5:03:08 PM"
"4467","1","1","108762","CFUNR","10015","","","","","","","","N","","10/19/2020 3:46:00 PM","70.00","BS","Y","C","N","N","","","","CS","CK","AN","N","","","N","N","N","10/19/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/19/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/19/2020 3:49:01 PM"
"4468","1","1","132074","CFDES","10190","","","","","","","","N","","10/19/2020 4:42:23 PM","25.00","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","10/19/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/19/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/19/2020 4:45:18 PM"
"4468","1","300001","24179","CFDES","10190","","","","","","","","N","","10/19/2020 4:42:23 PM","25.00","AL","Y","C","Y","N","","","","CS","OL","AN","N","","","N","N","N","10/19/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/19/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_tran_details","10/19/2020 4:43:52 PM"
"4468","2","1","134391","CFUNR","10019","","","","","","","","N","","10/19/2020 4:42:23 PM","150.00","FR","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","10/19/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/19/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/19/2020 4:45:18 PM"
"4468","3","1","127552","CFDES","10190","","","","","","","","N","","10/19/2020 4:42:23 PM","25.00","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","10/19/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/19/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/19/2020 4:45:18 PM"
"4469","1","1","134984","CFDES","20200","","","","","","","","N","","10/19/2020 4:49:08 PM","100.00","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","10/19/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/19/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/19/2020 5:03:15 PM"
"4469","1","300001","24785","CFDES","20200","","","","","","","","N","","10/19/2020 4:49:08 PM","100.00","AL","Y","C","Y","N","","","","CS","OL","AN","N","","","N","N","N","10/19/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/19/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_tran_details","10/19/2020 5:01:14 PM"
"4469","2","1","1131","CFDES","20200","","","","","","","","N","","10/19/2020 4:49:08 PM","150.00","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","10/19/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/19/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/19/2020 5:03:15 PM"
"4469","2","300001","24785","CFDES","20200","","","","","","","","","","10/19/2020 4:49:08 PM","150.00","AL","Y","C","Y","N","","","","CS","OL","AN","N","","","N","N","N","10/19/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/19/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/19/2020 5:00:40 PM"
"4470","1","1","83847","ENSCH","70113","","","","","","","","N","","10/19/2020 5:04:31 PM","25000.00","BS","N","C","N","N","","","","CS","CK","AS","N","","","N","N","N","10/19/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/19/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/19/2020 5:10:58 PM"
"4471","2","1","31033","ANSCH","30068","","","","","","","","N","","10/20/2020 12:33:27 PM","10000.00","XB","N","C","N","N","","","","CS","CK","BE","N","Estate of Shirley J. Brown","","N","N","N","3/18/2021 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","3/18/2021 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","3/18/2021 11:40:04 AM"
"4472","1","1","35743","ACADE","42600","","","","","","","","N","","10/21/2020 3:46:51 PM","832.00","CH","Y","C","N","N","","","","CS","CK","AN","N","Virtual Chapel Needs","","N","N","N","10/21/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/21/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/21/2020 4:26:20 PM"
"4472","2","1","35743","ACADE","40500","","","","","","","","N","","10/21/2020 3:46:51 PM","832.00","CH","Y","C","N","N","","","","CS","CK","AN","N","Virtual Wellness and Counseling Needs","","N","N","N","10/21/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/21/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/21/2020 4:26:20 PM"
"4472","3","1","78526","ACADE","42400","","","","","","","","N","","10/21/2020 3:46:51 PM","1500.00","BS","Y","C","N","N","","","","CS","CK","AN","N","Athletic Sponsorship","","N","N","N","10/21/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/21/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/21/2020 4:26:20 PM"
"4473","1","1","24512","CFUNR","10000","","","","","","","","N","","9/30/2020 12:00:00 AM","18.73","TR","Y","C","N","N","","","","CS","CK","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/23/2020 3:14:34 PM"
"4473","1","300001","24785","CFUNR","10000","","","","","","","","","","9/30/2020 12:00:00 AM","18.73","AL","Y","C","Y","N","","","","CS","CK","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 9:41:29 AM"
"4473","1","300002","23661","CFUNR","10000","","","","","","","","","","9/30/2020 12:00:00 AM","18.73","AL","Y","C","Y","N","","","","CS","CK","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 9:41:39 AM"
"4473","1","300003","1096","CFUNR","10000","","","","","","","","","","9/30/2020 12:00:00 AM","18.73","AL","Y","C","Y","N","","","","CS","CK","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 9:41:44 AM"
"4474","1","1","8049","CFUNR","10000","","","","","","","","N","","10/23/2020 9:44:02 AM","25.00","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/23/2020 3:17:07 PM"
"4474","1","300001","26986","CFUNR","10000","","","","","","","","N","","10/23/2020 9:44:02 AM","25.00","OR","Y","C","Y","N","","","","CS","OL","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_tran_details","10/23/2020 9:45:27 AM"
"4474","2","1","32943","CFDES","20264","","","BTGD","","","","","N","","10/23/2020 9:44:02 AM","50.00","AL","N","C","N","N","","","","CS","OL","AN","N","Bridging the Gap Donation","","N","N","N","10/23/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/23/2020 3:17:07 PM"
"4474","2","300001","26852","CFDES","20264","","","BTGD","","","","","","","10/23/2020 9:44:02 AM","50.00","OR","N","C","Y","N","","","","CS","OL","AN","N","Bridging the Gap Donation","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 9:46:40 AM"
"4474","3","1","132126","CFUNR","10019","","","","","","","","N","","10/23/2020 9:44:02 AM","18.77","FR","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/23/2020 3:17:07 PM"
"4474","4","1","60977","CFDES","10190","","","","","","","","N","","10/23/2020 9:44:02 AM","100.00","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/23/2020 3:17:08 PM"
"4474","4","300001","24179","CFDES","10190","","","","","","","","","","10/23/2020 9:44:02 AM","100.00","AL","Y","C","Y","N","","","","CS","OL","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 9:47:59 AM"
"4474","5","1","106084","PHYPL","60001","","","WABR","","","","","N","","10/23/2020 9:44:02 AM","125.00","AL","Y","C","N","N","","","","CS","OL","AN","N","Walking Plaza Brick Project","","N","N","N","10/23/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/23/2020 3:17:08 PM"
"4475","1","1","24512","CFUNR","10000","","","","","","","","N","","10/23/2020 3:17:33 PM","76.00","TR","Y","C","N","N","","","","CS","CA","AN","N","In Honor of 76th Birthday","","N","N","N","10/23/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/23/2020 3:27:28 PM"
"4475","1","300001","24785","CFUNR","10000","","","","","","","","","","10/23/2020 3:17:33 PM","76.00","AL","Y","C","Y","N","","","","CS","CA","AN","N","In Honor of 76th Birthday","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 3:20:37 PM"
"4475","1","300002","23661","CFUNR","10000","","","","","","","","","","10/23/2020 3:17:33 PM","76.00","AL","Y","C","Y","N","","","","CS","CA","AN","N","In Honor of 76th Birthday","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 3:20:42 PM"
"4475","1","300003","1096","CFUNR","10000","","","","","","","","","","10/23/2020 3:17:33 PM","76.00","AL","Y","C","Y","N","","","","CS","CA","AN","N","In Honor of 76th Birthday","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 3:20:45 PM"
"4475","2","1","24512","CFUNR","10000","","","","","","","","N","","10/23/2020 3:17:33 PM","200.00","TR","Y","C","N","N","","","","CS","CA","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/23/2020 3:27:28 PM"
"4475","2","300001","24785","CFUNR","10000","","","","","","","","","","10/23/2020 3:17:33 PM","200.00","AL","Y","C","Y","N","","","","CS","CA","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 3:21:29 PM"
"4475","2","300002","23661","CFUNR","10000","","","","","","","","","","10/23/2020 3:17:33 PM","200.00","AL","Y","C","Y","N","","","","CS","CA","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 3:21:33 PM"
"4475","2","300003","1096","CFUNR","10000","","","","","","","","","","10/23/2020 3:17:33 PM","200.00","AL","Y","C","Y","N","","","","CS","CA","AN","N","","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 3:21:37 PM"
"4475","3","1","33842","ENSCH","70009","","","C69","","","","","N","","10/23/2020 3:17:33 PM","500.00","AL","Y","C","N","N","","","","CS","CK","AS","N","Omega Psi Phi Endowed Scholarship","Theta Chapter","N","N","N","10/23/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/23/2020 3:27:28 PM"
"4475","3","300001","24179","ENSCH","70009","","","C69","","","","","","","10/23/2020 3:17:33 PM","500.00","AL","Y","C","Y","N","","","","CS","CK","AS","N","Omega Psi Phi Endowed Scholarship","Theta Chapter","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 3:23:08 PM"
"4475","4","1","26140","ADMIN","40155","","","","","","","","N","","10/23/2020 3:17:33 PM","500.00","AL","Y","C","N","N","","","","CS","CK","AN","N","3rd Qt. Allocation","","N","N","N","10/23/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/23/2020 3:27:28 PM"
"4475","4","300001","23538","ADMIN","40155","","","","","","","","","","10/23/2020 3:17:33 PM","500.00","AL","Y","C","Y","N","","","","CS","CK","AN","N","3rd Qt. Allocation","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 3:24:28 PM"
"4475","5","1","26140","CFUNR","10031","","","","","","","","N","","10/23/2020 3:17:33 PM","500.00","AL","Y","C","N","N","","","","CS","CK","AN","N","Chapel Ministry","","N","N","N","10/23/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/23/2020 3:27:28 PM"
"4475","5","300001","23538","CFUNR","10031","","","","","","","","","","10/23/2020 3:17:33 PM","500.00","AL","Y","C","Y","N","","","","CS","CK","AN","N","Chapel Ministry","","N","N","N","10/23/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/23/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/23/2020 3:26:51 PM"
"4476","1","1","7902","CFDES","20264","","","BTGD","","","","","N","","10/26/2020 4:32:12 PM","75.00","AL","N","C","N","N","","","","CS","OL","AN","N","Bridging the Gap Donation","","N","N","N","10/26/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/26/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/26/2020 4:33:31 PM"
"4476","1","300001","24785","CFDES","20264","","","BTGD","","","","","","","10/26/2020 4:32:12 PM","75.00","AL","N","C","Y","N","","","","CS","OL","AN","N","Bridging the Gap Donation","","N","N","N","10/26/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","10/26/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","10/26/2020 4:33:02 PM"
"4477","1","1","52372","CFUNR","10017","","","","","","","","N","","9/30/2020 12:00:00 AM","100.00","AL","Y","C","N","N","","","","CS","PR","AN","N","September Payroll Deduction","","N","N","N","10/27/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","10/27/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","10/27/2020 12:42:18 PM"
