"CAMPAIGN_CDE","CAMPAIGN_DESC","PIECES_RET_GOAL","PIECES_RET_ACTUAL","EXPENSES_BUDGET","EXPENSES_ACTUAL","CAMPAN_AMT_GOAL","CAMPAN_AMT_ACTUAL","CASH_GIFT_NUM","CASH_GIFT_AMT","PROMISE_NUM","PROMISE_AMT","PROMISE_PMT_NUM","PROMISE_PMT_AMT","MATCH_GIFT_NUM","MATCH_GIFT_AMT","MATCH_PMT_NUM","MATCH_PMT_AMT","SOFT_CREDIT_NUM","SOFT_CREDIT_AMT","NON_CASH_NUM","NON_CASH_AMT","GIFTS_NUM","GIFTS_AMT","DEFER_NUM","DEFER_AMT","DEFER_PMT_NUM","DEFER_PMT_AMT","DON_RESTR_NUM","DON_RESTR_AMT","ORG_RESTR_NUM","ORG_RESTR_AMT","FIRST_GIFT_DTE","FIRST_GIFT_AMT","LAST_GIFT_DTE","LAST_GIFT_AMT","LARGEST_GIFT_DTE","LARGEST_GIFT_AMT","SMALLEST_GIFT_DTE","SMALLEST_GIFT_AMT","CAMP_CONTACT_ID_NUM","CAMP_START_DATE","CAMP_END_DATE","ONLINE_GIVING_AVAIL","ONLINE_GIVING_DESC","USER_NAME","JOB_NAME","JOB_TIME"
"AF99","Annual Fund Founders-2011","0","0","0.00","0.00","0.00","15917.00","20","15917.00","0","0.00","0","0.00","0","0.00","0","0.00","1","300.00","0","0.00","20","15917.00","0","0.00","0","0.00","0","0.00","0","0.00","12/21/1998 12:00:00 AM","2500.00","6/18/2012 9:51:29 AM","300.00","1/13/1999 12:00:00 AM","2500.00","2/14/2000 12:00:00 AM","7.00","","","","N","","CHALL","w_gift_entry","6/18/2012 11:15:46 AM"
"AGBL","Alumni Gym Bleachers","0","0","0.00","0.00","0.00","1425.00","11","1425.00","0","0.00","0","0.00","0","0.00","0","0.00","2","525.00","0","0.00","11","1425.00","0","0.00","0","0.00","0","0.00","0","0.00","6/29/2020 3:35:00 PM","100.00","12/1/2020 3:34:49 PM","25.00","6/30/2020 12:00:00 AM","500.00","12/1/2020 3:34:49 PM","25.00","","","","N","","drlynch","w_gift_entry","12/2/2020 11:41:33 AM"
"AGFL","Alumni Gymnasium Floors","0","0","0.00","0.00","0.00","250.00","1","250.00","0","0.00","0","0.00","0","0.00","0","0.00","1","250.00","0","0.00","1","250.00","0","0.00","0","0.00","0","0.00","0","0.00","6/30/2020 12:00:00 AM","250.00","6/30/2020 12:00:00 AM","250.00","6/30/2020 12:00:00 AM","250.00","6/30/2020 12:00:00 AM","250.00","","","","N","","drlynch","w_gift_entry","7/15/2020 4:03:04 PM"
"AKAM","AKA Monument","0","0","0.00","0.00","0.00","28838.00","40","28838.00","0","0.00","0","0.00","0","0.00","0","0.00","14","8928.00","0","0.00","40","28838.00","0","0.00","0","0.00","0","0.00","0","0.00","3/17/2021 2:58:46 PM","500.00","4/19/2023 12:00:00 AM","2000.00","12/31/2021 12:00:00 AM","8000.00","2/24/2023 12:00:00 AM","10.00","","","","N","","JCOVARRUBIAS","w_gift_entry","4/20/2023 2:03:40 PM"
"AKAS","AKA Phi Scholarship","0","0","0.00","0.00","0.00","3640.08","46","3640.08","0","0.00","0","0.00","0","0.00","0","0.00","5","2340.08","0","0.00","46","3640.08","0","0.00","0","0.00","0","0.00","0","0.00","5/21/2021 8:05:40 AM","50.00","4/4/2023 11:32:15 AM","20.00","11/9/2022 12:00:00 AM","1000.00","2/24/2023 12:00:00 AM","10.00","","","","N","","JCOVARRUBIAS","w_gift_entry","4/4/2023 11:35:31 AM"
"ALST","Alumni Shirts","0","0","0.00","0.00","0.00","794.00","20","794.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","20","794.00","0","0.00","0","0.00","0","0.00","0","0.00","11/26/2018 12:00:00 AM","85.00","8/1/2019 4:51:55 PM","25.00","5/9/2019 12:28:39 PM","38300.00","5/2/2019 4:13:56 PM","20.00","","","","N","","drlynch","w_gift_entry","8/1/2019 5:03:05 PM"
"ANFU","Do not use this code.","0","0","0.00","0.00","0.00","7114220.50","1087","7088570.60","52","5125.00","50","4075.00","25","26075.00","24","17800.00","34","30150.00","7","3774.90","1168","7114220.50","0","0.00","0","0.00","0","0.00","0","0.00","10/11/1990 12:00:00 AM","15.00","3/8/8000 12:00:00 AM","100.00","4/20/1999 12:00:00 AM","712500.00","10/18/2000 12:00:00 AM","0.66","","","","N","","MTALLEN","w_gift_entry","11/17/2011 4:17:19 PM"
"APAM","Alpha Phi Alpha Monument","0","0","0.00","0.00","0.00","21324.65","41","18868.55","0","0.00","0","0.00","0","0.00","0","0.00","16","13949.65","1","2456.10","42","21324.65","0","0.00","0","0.00","0","0.00","0","0.00","8/4/2020 2:30:39 PM","425.00","1/6/2023 11:18:56 AM","425.00","8/19/2020 3:52:22 PM","2500.00","10/19/2021 12:00:00 AM","25.00","","","","N","","JCOVARRUBIAS","w_gift_entry","1/6/2023 11:25:54 AM"
"BASK","Men's Basketball Program","0","0","0.00","0.00","0.00","1150.00","4","900.00","0","0.00","1","250.00","0","0.00","0","0.00","0","0.00","0","0.00","5","1150.00","0","0.00","0","0.00","0","0.00","0","0.00","4/7/2014 10:53:20 AM","20.00","11/30/2017 4:23:46 PM","100.00","8/26/2014 3:15:14 PM","500.00","4/7/2014 10:53:20 AM","20.00","","","","N","","mtallen","w_gift_entry","12/1/2017 1:20:51 PM"
"BBF ","Baseball Field 2015","0","0","0.00","0.00","0.00","1000.00","2","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","2","1000.00","0","0.00","2","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","2/17/2015 11:40:57 AM","500.00","12/31/2015 12:00:00 AM","500.00","12/31/2015 12:00:00 AM","500.00","2/17/2015 11:40:57 AM","500.00","","","","N","","MTALLEN","w_gift_entry","1/5/2016 9:14:22 AM"
"BBT ","Baseball Team","0","0","0.00","0.00","0.00","2700.00","6","2700.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","6","2700.00","0","0.00","0","0.00","0","0.00","0","0.00","2/27/2014 2:36:58 PM","50.00","12/31/2017 12:00:00 AM","1000.00","12/31/2017 12:00:00 AM","1000.00","2/27/2014 2:36:58 PM","50.00","","","","N","","mtallen","w_gift_entry","1/3/2018 3:15:31 PM"
"BIS ","Books for International S","0","0","0.00","0.00","0.00","590.68","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","590.68","1","590.68","0","0.00","0","0.00","0","0.00","0","0.00","9/23/2013 10:40:25 AM","590.68","9/23/2013 10:40:25 AM","590.68","9/23/2013 10:40:25 AM","590.68","9/23/2013 10:40:25 AM","590.68","","","","N","","MTALLEN","w_gift_entry","9/23/2013 11:36:36 AM"
"BMCR","Blk Meth for Chrch Renewa","0","0","0.00","0.00","0.00","5665.00","40","5665.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","40","5665.00","0","0.00","0","0.00","0","0.00","0","0.00","4/7/2014 10:53:20 AM","200.00","4/8/2014 12:28:38 PM","1105.00","4/8/2014 12:28:38 PM","1105.00","4/7/2014 10:53:20 AM","20.00","","","","N","","MTALLEN","w_gift_entry","4/8/2014 4:45:04 PM"
"BPD ","Backpack Drive","0","0","0.00","0.00","0.00","1175.00","7","1175.00","0","0.00","0","0.00","0","0.00","0","0.00","3","525.00","0","0.00","7","1175.00","0","0.00","0","0.00","0","0.00","0","0.00","7/25/2019 5:19:28 PM","250.00","8/22/2019 3:07:01 PM","175.00","8/22/2019 3:07:01 PM","250.00","8/22/2019 3:07:01 PM","50.00","","","","N","","gdeas","w_gift_entry","8/22/2019 3:42:45 PM"
"BTGD","Bridge the Gap/MicroGrant","0","0","0.00","0.00","0.00","13143.74","127","13143.74","0","0.00","0","0.00","0","0.00","0","0.00","71","10984.03","0","0.00","127","13143.74","0","0.00","0","0.00","0","0.00","0","0.00","4/17/2019 12:56:58 PM","20.00","6/25/2021 12:00:00 AM","50.00","12/13/2019 9:25:41 AM","2000.00","12/3/2019 3:12:21 PM","5.00","","","","N","","drlynch","w_gift_entry","6/25/2021 9:46:21 AM"
"C04 ","Class of 2004","0","0","0.00","0.00","0.00","78.15","1","58.15","1","20.00","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","2","78.15","0","0.00","0","0.00","0","0.00","0","0.00","4/28/2006 10:34:45 AM","20.00","4/10/2019 11:33:47 AM","5815.00","4/10/2019 11:33:47 AM","5815.00","4/28/2006 10:34:45 AM","20.00","","","","N","","drlynch","w_gift_entry","4/10/2019 11:37:23 AM"
"C145","145th Campaign","0","0","0.00","0.00","0.00","10773.48","118","9260.98","0","0.00","10","1512.50","0","0.00","0","0.00","53","6248.58","0","0.00","128","10773.48","0","0.00","0","0.00","0","0.00","0","0.00","9/6/2017 11:29:12 AM","20.00","5/4/2018 4:00:09 PM","50.00","10/13/2017 12:24:08 PM","1000.00","2/28/2018 9:26:29 AM","0.01","","","","N","","mtallen","w_gift_entry","5/4/2018 4:28:53 PM"
"C150","150th Campaign","0","0","0.00","0.00","3400000.00","1476913.71","444","1476913.71","0","0.00","0","0.00","0","0.00","0","0.00","492","1130557.05","0","0.00","444","1476913.71","0","0.00","0","0.00","0","0.00","0","0.00","7/8/2022 12:00:00 AM","20000.00","9/17/2023 12:00:00 AM","150.00","4/4/2023 12:00:00 AM","150000.00","4/4/2023 12:00:00 AM","1.66","","","","N","","JCOVARRUBIAS","w_gift_entry","4/28/2023 12:44:03 PM"
"C31 ","Class of 1931","0","0","0.00","0.00","0.00","200.00","2","200.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","200.00","0","0.00","0","0.00","0","0.00","0","0.00","3/14/2006 10:36:04 AM","100.00","11/27/2006 2:47:26 PM","100.00","11/27/2006 2:47:26 PM","100.00","3/14/2006 10:36:04 AM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 5:03:50 PM"
"C32 ","Class of 1932","0","0","0.00","0.00","0.00","829.00","3","829.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","829.00","0","0.00","0","0.00","0","0.00","0","0.00","3/11/2002 6:13:33 PM","129.00","12/31/2006 12:00:00 AM","100.00","12/31/2006 12:00:00 AM","600.00","12/31/2006 12:00:00 AM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 5:04:49 PM"
"C34 ","Class of 1934","0","0","0.00","0.00","0.00","500.00","1","500.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","500.00","0","0.00","0","0.00","0","0.00","0","0.00","12/9/2005 10:38:54 AM","500.00","12/9/2005 10:38:54 AM","500.00","12/9/2005 10:38:54 AM","500.00","12/9/2005 10:38:54 AM","500.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:51:51 PM"
"C35 ","Class of 1935","0","0","0.00","0.00","0.00","1000.00","1","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","12/29/2004 4:21:07 PM","1000.00","12/29/2004 4:21:07 PM","1000.00","12/29/2004 4:21:07 PM","1000.00","12/29/2004 4:21:07 PM","1000.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:37:54 PM"
"C37 ","Class of 1937","0","0","0.00","0.00","0.00","500.00","3","500.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","500.00","0","0.00","0","0.00","0","0.00","0","0.00","3/8/2002 1:20:33 PM","200.00","3/27/2007 2:56:02 PM","100.00","3/14/2002 4:05:06 PM","200.00","3/27/2007 2:56:02 PM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 5:08:13 PM"
"C38 ","Class of 1938","0","0","0.00","0.00","0.00","130.00","1","130.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","130.00","0","0.00","0","0.00","0","0.00","0","0.00","2/6/2003 12:00:00 AM","130.00","2/6/2003 12:00:00 AM","130.00","2/6/2003 12:00:00 AM","130.00","2/6/2003 12:00:00 AM","130.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:13:51 PM"
"C40 ","Class of 1940","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"C42 ","Class of 1942","0","0","0.00","0.00","0.00","2429.00","8","2429.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","8","2429.00","0","0.00","0","0.00","0","0.00","0","0.00","3/7/2002 11:50:47 AM","129.00","3/27/2007 5:47:39 PM","50.00","12/31/2006 12:00:00 AM","1000.00","3/27/2007 5:47:39 PM","50.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 5:08:17 PM"
"C43 ","Class of 1943","0","0","0.00","0.00","0.00","1700.00","3","1700.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","1700.00","0","0.00","0","0.00","0","0.00","0","0.00","3/15/2003 12:00:00 AM","500.00","3/15/2003 12:00:00 AM","500.00","3/15/2003 12:00:00 AM","600.00","3/15/2003 12:00:00 AM","500.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:16:45 PM"
"C44 ","Class of 1944","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"C45 ","Class of 1945","0","0","0.00","0.00","0.00","11252.00","4","11252.00","0","0.00","0","0.00","0","0.00","0","0.00","3","4070.00","0","0.00","4","11252.00","0","0.00","0","0.00","0","0.00","0","0.00","8/15/2003 12:00:00 AM","50.00","3/13/2015 9:09:35 AM","70.00","2/4/2015 8:19:59 AM","10000.00","8/15/2003 12:00:00 AM","50.00","","","","N","","mtallen","w_gift_entry","2/10/2017 11:51:47 AM"
"C47 ","Class of 1947","0","0","0.00","0.00","0.00","5525.00","9","5525.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","9","5525.00","0","0.00","0","0.00","0","0.00","0","0.00","3/11/2002 5:57:58 PM","55.00","3/17/2007 9:55:18 AM","60.00","3/1/2007 2:29:14 PM","3000.00","12/13/2006 3:47:14 PM","50.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 5:07:40 PM"
"C48 ","Class of 1948","0","0","0.00","0.00","0.00","4500.00","7","4500.00","0","0.00","0","0.00","0","0.00","0","0.00","4","5500.00","0","0.00","7","4500.00","0","0.00","0","0.00","0","0.00","0","0.00","2/19/2003 12:00:00 AM","450.00","12/29/2011 12:00:00 AM","1000.00","12/29/2011 12:00:00 AM","1500.00","3/12/2003 12:00:00 AM","100.00","","","","N","","MTALLEN","w_gift_entry","1/6/2012 3:34:34 PM"
"C49 ","Class of 1949","0","0","0.00","0.00","0.00","2980.00","11","2980.00","0","0.00","0","0.00","0","0.00","0","0.00","2","1050.00","0","0.00","11","2980.00","0","0.00","0","0.00","0","0.00","0","0.00","8/18/2003 12:00:00 AM","500.00","4/11/2006 9:34:31 AM","100.00","3/15/2004 12:00:00 AM","550.00","12/4/2003 12:00:00 AM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:57:27 PM"
"C50 ","Class of 1950","0","0","0.00","0.00","0.00","550.00","2","550.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","550.00","0","0.00","0","0.00","0","0.00","0","0.00","3/9/2005 10:07:08 AM","50.00","10/2/2022 12:00:00 AM","500.00","10/2/2022 12:00:00 AM","500.00","3/9/2005 10:07:08 AM","50.00","","","","N","","JCOVARRUBIAS","w_gift_entry","1/18/2023 3:29:52 PM"
"C52 ","Class of 1952","0","0","0.00","0.00","0.00","4058.00","13","4058.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","13","4058.00","0","0.00","0","0.00","0","0.00","0","0.00","3/7/2002 10:14:05 AM","129.00","3/27/2007 2:54:27 PM","100.00","3/18/2002 4:01:02 PM","1000.00","3/8/2004 12:00:00 AM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 5:08:13 PM"
"C53 ","Class of 1953","0","0","0.00","0.00","0.00","8580.00","10","7580.00","0","0.00","0","0.00","1","1000.00","1","1000.00","2","1250.00","0","0.00","11","8580.00","0","0.00","0","0.00","0","0.00","0","0.00","2/17/2003 12:00:00 AM","1000.00","7/28/2003 12:00:00 AM","1225.00","3/15/2003 3:09:34 PM","4500.00","3/14/2003 6:27:47 PM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:20:37 PM"
"C54 ","Class of 1954","0","0","0.00","0.00","0.00","10912.00","22","10912.00","0","0.00","0","0.00","0","0.00","0","0.00","5","2175.00","0","0.00","22","10912.00","0","0.00","0","0.00","0","0.00","0","0.00","12/4/2003 12:00:00 AM","1000.00","3/8/2021 12:15:38 PM","1000.00","12/17/2003 3:34:32 PM","5000.00","3/12/2004 12:00:00 AM","25.00","","","","N","","drlynch","w_gift_entry","3/16/2021 12:02:41 PM"
"C55 ","Class of 1955","0","0","0.00","0.00","0.00","14338.33","32","13105.00","0","0.00","7","1233.33","0","0.00","0","0.00","0","0.00","0","0.00","39","14338.33","0","0.00","0","0.00","0","0.00","0","0.00","5/12/2004 10:51:46 AM","200.00","3/31/2019 12:00:00 AM","500.00","2/9/2015 4:48:26 PM","2000.00","12/29/2004 4:39:34 PM","50.00","","","","N","","drlynch","w_gift_entry","4/1/2019 12:08:20 PM"
"C56 ","Class of 1956","0","0","0.00","0.00","0.00","23085.00","66","23085.00","0","0.00","0","0.00","0","0.00","0","0.00","4","1000.00","0","0.00","66","23085.00","0","0.00","0","0.00","0","0.00","0","0.00","11/16/2005 12:00:00 AM","100.00","3/17/2017 8:29:24 AM","500.00","3/7/2006 10:32:23 AM","10000.00","3/17/2006 11:03:51 AM","10.00","","","","N","","mtallen","w_gift_entry","3/18/2017 10:04:41 AM"
"C57 ","Class of 1957","0","0","0.00","0.00","0.00","10650.00","54","10650.00","0","0.00","0","0.00","0","0.00","0","0.00","1","500.00","0","0.00","54","10650.00","0","0.00","0","0.00","0","0.00","0","0.00","3/7/2002 2:30:42 PM","500.00","3/17/2017 8:29:24 AM","500.00","3/28/2007 2:19:58 PM","750.00","3/18/2002 12:00:00 AM","21.00","","","","N","","mtallen","w_gift_entry","3/18/2017 10:04:42 AM"
"C58 ","Class of 1958","0","0","0.00","0.00","0.00","8105.00","34","7905.00","5","500.00","2","200.00","0","0.00","0","0.00","7","1075.00","0","0.00","36","8105.00","0","0.00","0","0.00","0","0.00","0","0.00","11/20/2002 2:57:43 PM","100.00","4/13/2004 4:37:54 PM","100.00","3/12/2003 12:00:00 AM","1000.00","3/15/2003 12:00:00 AM","25.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:31:46 PM"
"C59 ","Class of 1959","0","0","0.00","0.00","0.00","2075.00","3","2075.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","2075.00","0","0.00","0","0.00","0","0.00","0","0.00","3/10/2006 8:57:50 AM","2000.00","11/21/2006 11:14:30 AM","25.00","3/10/2006 8:57:50 AM","2000.00","11/21/2006 11:14:30 AM","25.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 5:03:42 PM"
"C60 ","Class of 1960","0","0","0.00","0.00","0.00","15275.00","19","15275.00","0","0.00","0","0.00","0","0.00","0","0.00","5","1850.00","0","0.00","19","15275.00","0","0.00","0","0.00","0","0.00","0","0.00","11/22/2004 3:22:33 PM","150.00","3/13/2015 1:16:43 PM","2000.00","3/13/2015 1:16:43 PM","2000.00","3/13/2015 9:09:35 AM","50.00","","","","N","","drlynch","w_gift_entry","8/20/2019 1:29:19 PM"
"C61 ","Class of 1961","0","0","0.00","0.00","0.00","40885.00","12","5700.00","1","3000.00","1","3000.00","0","0.00","0","0.00","3","5000.00","1","32185.00","14","40885.00","0","0.00","0","0.00","0","0.00","0","0.00","12/14/2005 12:00:00 AM","1000.00","10/30/2012 12:34:03 PM","15000.00","2/15/2006 1:31:02 PM","32185.00","3/18/2006 11:11:51 AM","50.00","","","","N","","CHALL","w_gift_entry","10/30/2012 12:52:03 PM"
"C62 ","Class of 1962","0","0","0.00","0.00","0.00","37908.00","23","25908.00","4","12000.00","4","12000.00","0","0.00","0","0.00","16","30293.00","0","0.00","27","37908.00","0","0.00","0","0.00","0","0.00","0","0.00","3/18/2002 3:55:19 PM","50.00","3/10/2014 4:47:22 PM","284.00","10/30/2012 12:34:03 PM","15000.00","3/18/2002 3:55:19 PM","50.00","","","","N","","MTALLEN","w_gift_entry","3/11/2014 11:56:15 AM"
"C63 ","Class of 1963","0","0","0.00","0.00","0.00","5740.00","18","5740.00","0","0.00","0","0.00","0","0.00","0","0.00","7","3340.00","0","0.00","18","5740.00","0","0.00","0","0.00","0","0.00","0","0.00","3/15/2003 12:00:00 AM","300.00","3/15/2013 11:05:59 AM","500.00","3/12/2013 8:38:05 AM","1000.00","3/15/2003 12:00:00 AM","25.00","","","","N","","MTALLEN","w_gift_entry","3/15/2013 11:10:35 AM"
"C64 ","Class of 1964","0","0","0.00","0.00","0.00","20375.00","31","18425.00","0","0.00","0","0.00","6","3950.00","2","1950.00","20","14425.00","0","0.00","33","20375.00","0","0.00","0","0.00","0","0.00","0","0.00","3/3/2004 12:00:00 AM","400.00","3/10/2014 4:47:15 PM","250.00","3/19/2004 12:00:00 AM","2900.00","3/7/2014 3:41:06 PM","25.00","","","","N","","MTALLEN","w_gift_entry","3/10/2014 5:45:47 PM"
"C65 ","Class of 1965","0","0","0.00","0.00","0.00","24250.00","18","6450.00","0","0.00","1","10000.00","2","8100.00","1","7800.00","16","33450.00","0","0.00","20","24250.00","0","0.00","0","0.00","0","0.00","0","0.00","1/19/2005 9:51:19 AM","100.00","3/24/2015 3:41:40 PM","300.00","3/12/2015 4:07:07 PM","10000.00","3/10/2015 3:09:51 PM","50.00","","","","N","","MTALLEN","w_gift_entry","3/24/2015 3:53:41 PM"
"C66 ","Class of 1966","0","0","0.00","0.00","0.00","150.00","2","150.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","150.00","0","0.00","0","0.00","0","0.00","0","0.00","3/18/2006 9:42:19 AM","100.00","3/18/2006 1:47:48 PM","50.00","3/18/2006 9:42:19 AM","100.00","3/18/2006 1:47:48 PM","50.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:56:16 PM"
"C67 ","Class of 1967","0","0","0.00","0.00","0.00","229.00","2","229.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","229.00","0","0.00","0","0.00","0","0.00","0","0.00","3/14/2002 6:21:41 PM","129.00","3/19/2002 9:10:33 AM","100.00","3/14/2002 6:21:41 PM","129.00","3/19/2002 9:10:33 AM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:02:11 PM"
"C69 ","Class of 1969","0","0","0.00","0.00","0.00","41750.00","68","41750.00","0","0.00","0","0.00","0","0.00","0","0.00","36","18275.00","0","0.00","68","41750.00","0","0.00","0","0.00","0","0.00","0","0.00","3/17/2004 11:06:19 AM","1050.00","10/23/2020 3:17:33 PM","500.00","9/9/2019 8:49:26 AM","3000.00","3/19/2020 3:01:35 PM","15.00","","","","N","","drlynch","w_gift_entry","10/23/2020 3:23:15 PM"
"C70 ","Class of 1970","0","0","0.00","0.00","0.00","4523.00","10","4523.00","0","0.00","0","0.00","0","0.00","0","0.00","4","2423.00","0","0.00","10","4523.00","0","0.00","0","0.00","0","0.00","0","0.00","3/22/2005 11:18:42 AM","100.00","12/21/2020 3:40:22 PM","1000.00","4/15/2020 9:07:20 AM","1873.00","3/22/2005 11:26:49 AM","50.00","","","","N","","drlynch","w_gift_entry","12/21/2020 3:45:39 PM"
"C71 ","Class of 1971","0","0","0.00","0.00","0.00","200.00","1","200.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","200.00","0","0.00","0","0.00","0","0.00","0","0.00","3/30/2012 2:36:27 PM","200.00","3/30/2012 2:36:27 PM","200.00","3/30/2012 2:36:27 PM","200.00","3/30/2012 2:36:27 PM","200.00","","","","N","","MTALLEN","w_gift_entry","4/2/2012 11:17:37 AM"
"C73 ","Class of 1973","0","0","0.00","0.00","0.00","100.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","3/14/2003 12:00:00 AM","100.00","3/14/2003 12:00:00 AM","100.00","3/14/2003 12:00:00 AM","100.00","3/14/2003 12:00:00 AM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:16:11 PM"
"C74 ","Class of 1974","0","0","0.00","0.00","0.00","50.00","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","3/15/2004 12:00:00 AM","50.00","3/15/2004 12:00:00 AM","50.00","3/15/2004 12:00:00 AM","50.00","3/15/2004 12:00:00 AM","50.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:29:30 PM"
"C75 ","Class of 1975","0","0","0.00","0.00","0.00","3910.00","9","3910.00","0","0.00","0","0.00","0","0.00","0","0.00","3","4300.00","0","0.00","9","3910.00","0","0.00","0","0.00","0","0.00","0","0.00","3/18/2005 3:00:14 PM","300.00","3/14/2015 12:00:00 AM","25.00","4/24/2014 9:31:53 AM","2000.00","2/16/2015 3:50:47 PM","25.00","","","","N","","MTALLEN","w_gift_entry","3/17/2015 2:13:14 PM"
"C76 ","Class of 1976","0","0","0.00","0.00","0.00","300.00","1","300.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","300.00","0","0.00","0","0.00","0","0.00","0","0.00","11/22/2004 3:37:49 PM","300.00","11/22/2004 3:37:49 PM","300.00","11/22/2004 3:37:49 PM","300.00","11/22/2004 3:37:49 PM","300.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:36:51 PM"
"C77 ","Class of 1977","0","0","0.00","0.00","0.00","1745.00","12","1445.00","0","0.00","0","0.00","1","300.00","1","300.00","1","300.00","0","0.00","13","1745.00","0","0.00","0","0.00","0","0.00","0","0.00","3/11/2002 5:00:18 PM","100.00","3/14/2007 7:15:00 PM","75.00","4/29/2002 3:04:27 PM","300.00","3/20/2002 3:53:50 PM","20.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 5:06:50 PM"
"C78 ","Class of 1978","0","0","0.00","0.00","0.00","1000.00","10","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","10","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","3/12/2003 12:00:00 AM","130.00","3/8/2004 12:00:00 AM","100.00","3/15/2003 12:00:00 AM","250.00","3/14/2003 8:34:58 PM","30.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:28:29 PM"
"C79 ","Class of 1979","0","0","0.00","0.00","0.00","1350.00","6","1350.00","0","0.00","0","0.00","0","0.00","0","0.00","2","650.00","0","0.00","6","1350.00","0","0.00","0","0.00","0","0.00","0","0.00","3/12/2004 12:00:00 AM","100.00","10/15/2019 2:55:19 PM","550.00","10/15/2019 2:55:19 PM","550.00","3/12/2004 12:00:00 AM","100.00","","","","N","","drlynch","w_gift_entry","10/15/2019 2:59:39 PM"
